video_id,counts,show_cnt,show_user_num,play_cnt,play_user_num,play_duration,complete_play_cnt,complete_play_user_num,valid_play_cnt,valid_play_user_num,long_time_play_cnt,long_time_play_user_num,short_time_play_cnt,short_time_play_user_num,play_progress,comment_stay_duration,like_cnt,like_user_num,click_like_cnt,double_click_cnt,cancel_like_cnt,cancel_like_user_num,comment_cnt,comment_user_num,direct_comment_cnt,reply_comment_cnt,delete_comment_cnt,delete_comment_user_num,comment_like_cnt,comment_like_user_num,follow_cnt,follow_user_num,cancel_follow_cnt,cancel_follow_user_num,share_cnt,share_user_num,download_cnt,download_user_num,report_cnt,report_user_num,reduce_similar_cnt,reduce_similar_user_num,collect_cnt,collect_user_num,cancel_collect_cnt,cancel_collect_user_num,direct_comment_user_num,reply_comment_user_num,share_all_cnt,share_all_user_num,outsite_share_all_cnt
2,146,230149.96575342465,197143.6301369863,169680.59589041097,150271.05479452055,1200349268.0068493,3211.0068493150684,2863.5205479452056,47307.82191780822,45925.061643835616,12313.657534246577,12054.5,81685.03424657535,75390.10273972603,0.0207645700707497,30437119.02739726,15308.0,15220.77397260274,5606.739726027397,9682.917808219176,965.9589041095892,942.2191780821918,721.1643835616438,657.6095890410959,461.8150684931507,259.3493150684931,21.80821917808219,20.095890410958905,629.1164383561644,407.43150684931504,514.2397260273973,511.74657534246575,13.883561643835616,13.705479452054794,497.63013698630135,484.28767123287673,314.513698630137,268.90410958904107,0.0205479452054794,0.0205479452054794,142.46575342465752,140.93835616438355,5866.917808219178,5798.582191780822,674.3219178082192,661.7054794520548,454.4109589041096,233.013698630137,561.4931506849315,515.8561643835617,51.2054794520548
5,180,269277.2833333333,259677.95,274747.68888888886,252829.9,3781914181.033333,179163.4388888889,176571.55555555556,190442.89444444445,186999.6888888889,178781.69444444444,176332.52777777778,61341.677777777775,56063.76111111111,0.4880339319799717,137534766.05555555,3937.3611111111113,3879.572222222222,2137.7833333333333,1769.227777777778,392.4166666666667,356.0,66.10555555555555,59.82222222222222,48.894444444444446,17.211111111111112,4.033333333333333,3.5722222222222224,795.55,540.1666666666666,338.2055555555556,336.99444444444447,14.305555555555555,14.083333333333334,23.28333333333333,20.994444444444444,12.916666666666666,12.727777777777778,0.0833333333333333,0.0833333333333333,255.91666666666663,248.0888888888889,414.1166666666667,402.1111111111111,158.54444444444445,153.44444444444446,46.27222222222223,14.705555555555556,44.42777777777778,38.55555555555556,27.694444444444443
8,119,198459.78151260503,187083.29411764705,144631.42857142858,134088.66386554623,2196616774.495798,64399.94117647059,63407.57983193277,92636.6050420168,90446.32773109245,64113.12605042017,63176.38655462185,28079.10084033613,26180.831932773108,0.1631142540085918,408262243.2521008,1406.9831932773109,1394.81512605042,560.0588235294117,845.546218487395,189.2941176470588,183.12605042016807,180.58823529411765,159.35294117647058,92.34453781512605,88.24369747899159,17.764705882352942,15.983193277310924,1257.890756302521,573.2436974789916,49.65546218487395,49.12605042016807,3.1260504201680672,3.1260504201680672,57.07563025210085,52.79831932773109,0.0,0.0,0.0252100840336134,0.0252100840336134,84.71428571428571,80.9327731092437,127.1344537815126,124.77310924369748,64.75630252100841,63.60504201680672,89.15126050420169,73.98319327731092,66.49579831932773,58.40336134453781,28.705882352941178
11,179,155090.25698324022,150877.5810055866,158509.67597765362,149682.96089385476,2249686042.4692736,97773.87709497206,96152.08938547486,102528.48603351956,100819.12290502794,97317.58659217878,95779.06145251395,30850.19553072625,28872.050279329607,0.4703704156811809,82746919.11731844,936.5139664804468,928.3296089385476,496.66480446927375,437.9217877094972,55.273743016759774,50.56983240223464,126.51396648044692,112.92737430167598,96.34078212290504,30.1731843575419,11.81564245810056,10.87709497206704,239.854748603352,121.3072625698324,51.10614525139665,48.74301675977654,1.0837988826815643,1.0167597765363128,20.810055865921782,18.59217877094972,12.094972067039109,12.044692737430168,0.0111731843575419,0.0111731843575419,47.47486033519553,46.27932960893855,113.01675977653632,110.44134078212292,27.12290502793296,26.022346368715084,92.41340782122904,23.664804469273744,36.90502793296089,31.87709497206704,27.69832402234637
12,169,324618.7396449704,314442.5147928994,323335.0177514793,299232.75147929,11102707295.213018,30633.70414201184,30172.05917159764,155767.11834319527,151772.54437869822,115928.98224852073,113571.449704142,122319.08284023668,116086.39644970416,0.0723606682213021,229726683.4497041,4361.674556213018,4283.869822485207,2960.455621301775,1392.1834319526629,253.7810650887574,206.7337278106509,370.94674556213016,335.7100591715976,319.8047337278106,51.142011834319526,19.80473372781065,17.899408284023668,565.3254437869823,265.9940828402367,623.5502958579882,621.5680473372781,4.810650887573964,4.763313609467455,4236.473372781065,3690.603550295858,661.4615384615385,657.905325443787,0.165680473372781,0.1420118343195266,122.31360946745562,117.97633136094674,1432.2721893491123,1381.9704142011835,188.4378698224852,170.75147928994082,301.301775147929,42.094674556213015,5027.130177514793,4319.284023668639,4749.065088757397
14,168,210436.9047619048,201015.67857142852,215738.99404761905,196908.02380952385,8319988789.773809,91503.24404761904,89788.20833333333,151116.25,146839.04166666666,132585.5357142857,129604.22619047618,48490.32142857143,45028.107142857145,0.3476877021980783,126682525.3154762,2805.0416666666665,2755.035714285714,1089.0,1696.940476190476,312.6607142857143,278.3154761904762,90.9404761904762,84.20238095238095,61.22619047619048,29.714285714285715,4.041666666666667,3.684523809523809,205.0833333333333,120.6845238095238,105.23809523809524,104.14285714285714,7.869047619047619,6.922619047619048,6.083333333333333,5.642857142857143,5.470238095238095,5.196428571428571,0.0595238095238095,0.0595238095238095,74.86309523809524,71.31547619047619,254.25,243.2142857142857,140.60119047619048,133.83928571428572,59.26190476190476,26.464285714285715,15.952380952380953,13.898809523809524,9.416666666666666
19,116,350250.1293103448,331561.9568965517,349804.5948275862,324485.3448275862,8688153118.663794,167746.2327586207,164568.30172413794,249851.051724138,241689.4827586207,198326.12931034484,194277.1379310345,69621.27586206897,64711.4224137931,0.1700001672440001,388509541.3448276,2488.810344827586,2467.344827586207,1311.896551724138,1174.6896551724135,185.52586206896552,172.72413793103448,893.3362068965517,849.3362068965517,828.3362068965517,65.0,36.02586206896552,33.19827586206897,1401.7327586206898,659.8448275862069,120.89655172413794,117.27586206896552,3.6120689655172415,3.5689655172413794,100.89655172413794,90.71551724137932,0.0,0.0,0.0344827586206896,0.0258620689655172,91.27586206896552,86.62068965517241,277.6034482758621,271.4051724137931,92.8706896551724,89.54310344827586,805.0,55.439655172413794,131.06034482758622,110.22413793103448,89.05172413793103
20,162,266936.1913580247,234620.8456790124,270362.9012345679,234436.6913580247,13270982159.87037,47669.27160493827,44948.61728395062,156343.67283950618,144061.45679012343,127322.5925925926,118255.85185185184,78409.15432098765,68225.49382716049,0.1979610638154594,63361013.16049383,2262.1913580246915,2195.5246913580245,1354.8765432098764,896.5617283950618,300.05555555555554,251.25925925925927,38.81481481481482,35.660493827160494,32.358024691358025,6.45679012345679,2.3950617283950617,2.111111111111111,137.15432098765433,77.14197530864197,454.5987654320988,452.6111111111111,10.98148148148148,10.82716049382716,35.888888888888886,30.067901234567906,18.938271604938272,16.833333333333332,0.0246913580246913,0.0246913580246913,132.3148148148148,98.37654320987654,395.9506172839506,374.34567901234567,107.0246913580247,95.16666666666669,30.80246913580247,5.41358024691358,66.06172839506173,54.82098765432099,40.858024691358025
21,146,88033.44520547945,85198.82191780822,83699.10273972603,78997.79452054795,1399092841.1027398,49331.6301369863,48644.87671232877,56090.14383561644,55250.12328767123,49264.63698630137,48597.08219178082,13009.027397260274,12215.520547945203,0.3655408669369382,354875107.5410959,3715.075342465753,3700.876712328767,1594.390410958904,2105.72602739726,87.96575342465754,84.95890410958904,93.76712328767124,86.26712328767124,70.60958904109589,23.15753424657534,4.02054794520548,3.664383561643836,1144.376712328767,453.5342465753425,34.06849315068493,34.02739726027397,1.7123287671232876,1.7123287671232876,9.267123287671232,8.376712328767123,0.0,0.0,0.0068493150684931,0.0068493150684931,21.64383561643836,20.64383561643836,116.42465753424658,114.486301369863,29.075342465753423,28.34931506849315,68.79452054794521,19.226027397260275,12.13013698630137,10.561643835616438,6.383561643835616
22,162,361711.6296296296,336600.2530864198,369790.475308642,336846.2407407408,4481634052.469136,185132.40740740745,174851.6049382716,196585.6358024692,185367.98765432092,184125.3086419753,174083.56790123458,136734.32098765433,125297.73456790124,0.4054751482341631,183389903.7530864,982.2407407407408,960.2716049382716,503.6358024691358,465.9074074074074,191.38888888888889,176.09259259259258,346.78395061728395,334.2962962962963,329.77777777777777,17.006172839506174,12.061728395061728,11.493827160493828,158.5185185185185,120.24074074074076,113.38271604938272,110.0246913580247,3.7777777777777777,3.685185185185185,13.27777777777778,11.376543209876544,8.851851851851851,8.253086419753087,0.0617283950617283,0.0617283950617283,154.65432098765433,137.85802469135805,274.6481481481481,267.3333333333333,85.32098765432099,81.68518518518519,320.2962962962963,15.895061728395062,29.104938271604937,24.57407407407408,17.376543209876544
